"X","Y","Z"
91.4403262004852,293.677319370747,266.472634075165
509.926866214752,143.606741669416,221.661026573181
534.014823661804,260.403168547988,198.731101213455
154.833730783462,511.834140027404,267.742157761097
331.333190561294,196.373743083715,67.5870947942734
552.962420606613,251.498810016155,110.590936284542
253.77924225235,126.825073480248,309.743485288143
490.7488717556,508.829517755747,297.008126672745
339.409341749191,494.987005422354,131.115636343956
135.217862981796,143.30916928792,60.1390683851242
392.719607898712,248.427276756406,187.000754317045
697.852646499634,468.324349280834,210.053892620325
45.9869667358398,63.426713971138,265.668191210747
548.453118465424,285.830997998953,225.183344450474
247.876351957321,226.699861429572,277.869203208685
304.259273189545,218.785138754487,247.148517744303
456.594090263367,307.743952173829,165.159547380209
314.917207761764,444.956348830104,315.363409562588
191.869346069336,92.0071522452831,173.657832593679
177.474714092255,475.43415329957,79.7094805500507
246.324131181717,253.553316215515,70.1925261654854
643.221116207123,448.377827280402,84.6262898316383
329.173071342468,159.005169178486,50.1223205471039
110.798156671524,287.573234400392,52.0527243824005
76.5893356800079,65.3839495393038,47.6127243065834
180.475074518204,259.701112603188,314.077356746674
311.051993028641,171.831356239557,150.240826583147
600.513535896301,118.607168542385,24.7070678801537
571.238264526367,87.1373752572537,215.092191289663
140.082361883163,356.063316525459,41.3936400921345
139.114331947327,438.210109221578,60.832369863987
382.622561958313,372.605952677965,17.8773195221424
462.608123661041,390.2606085428,4.2031135559082
637.978258310318,245.258587115049,228.435963534832
126.986512983322,513.686432441115,125.928256568909
501.706438875198,235.282446086645,151.208784872293
121.886319389343,397.075604178548,165.396616664648
313.671530414581,204.632019337654,245.036686854363
500.541208280563,329.673608473182,323.777967834711
602.60433804512,261.010973761916,171.02924848628
195.812461009979,311.912182539344,107.828902066708
187.236710533142,140.572462405801,305.884588722706
503.78631373024,252.354184375644,109.060713742971
258.428257219315,511.945457963586,78.0656119644642
44.978631155014,174.095387227178,45.1747621922493
665.516113452911,507.098278767109,300.065690586805
64.9943165683746,307.307766993284,252.694720141172
104.252972503662,238.373256455898,315.273626761675
692.331233531952,400.630694122553,252.719461909056
562.442526269913,214.718488247037,57.2453702859879
599.322970090866,355.386287605405,9.43791429448128
439.637662569046,379.513292727113,45.0255933125019
231.850627376556,462.198749138951,206.321450519562
106.50693970108,137.141096781135,6.67681617617607
558.71715398407,185.824188772082,249.614561118841
544.939883747101,110.748904474616,192.068617776871
142.185826461792,433.656238383293,89.3103451895714
432.854979049683,351.768908225536,68.334662905693
435.730069019318,184.64037770474,155.786601954222
399.604427293777,226.619554974079,67.6536839134693
651.642209224701,200.326744380832,305.946999358416
281.067296669006,234.962850182295,192.895185425043
136.528935691833,126.880312454343,300.294975671053
629.072533657074,389.105275398731,229.912126446247
369.277269216537,489.448825412035,227.404599915981
666.082961893082,116.468741004705,275.420400333881
260.375992759705,388.92688302958,34.1878937175274
53.0079878978729,389.682028459549,47.1969648075104
476.583154447556,65.6755616309643,308.662085447311
515.81180153656,336.140563833356,254.311845020533
387.440241386414,409.249889676809,22.6053685772419
406.884835765839,513.101692481875,65.191410586834
620.183235555649,445.290782508492,243.988005002022
343.647829494476,450.367250700831,278.701799968481
226.620560913086,206.354574926138,157.135883688927
696.540725919724,375.469492137074,128.256455012798
552.220252513885,400.185447407007,201.086170279026
576.578472499847,83.4338399293423,273.707371453762
347.54512717247,61.5281351550817,146.575530288219
472.768351819992,122.427495429754,109.046519920111
663.057241537094,65.1588039519787,104.683880697012
201.73003020668,511.072401997089,135.191933200598
640.264343677521,285.496133322358,48.9353363821507
690.919901136398,162.578537438154,185.359018821001
158.346161972046,189.011012811303,147.334390894413
212.182419523239,365.427429204822,271.175459115028
77.9222470645905,495.834605739355,121.961471591234
479.991681098938,394.095814092398,310.487938401699
212.893454353332,357.111710114121,204.157929427862
595.689397640228,92.7500506373644,185.249001633406
664.197317216873,144.609816686749,297.416467736006
211.931615814209,326.22519948566,245.804519237995
517.652499685287,502.278132813811,202.854572811365
185.5705814991,335.228187884331,141.029241607666
129.951115177155,111.035179956198,294.585652322769
637.252611320496,132.080272583008,204.892365162611
491.580635499954,386.18681036973,115.366126744032
240.445951936722,68.2650576504469,105.699960180998
418.786920345306,361.419599757433,54.8425873630047
555.888428653717,316.333876530766,90.7197791237831
475.840903390884,367.601339600325,120.772775008917
234.772390821457,475.086674454451,12.6092736017704
531.073009361267,145.359451489091,99.8721532547474
617.77680890274,136.222405278921,94.449833833456
563.921095457077,305.02665865922,126.834508532524
179.454593139648,473.308424727559,0.59295480966568
478.496232997894,492.954316147208,240.634857503653
173.876046905518,344.194066744089,290.197441910267
281.726487531662,470.733757419825,222.487084676981
259.67646087265,93.9645715405941,107.194444726706
315.900277963638,141.032544953465,327.723028384924
325.302060256958,192.842877828121,151.497901572943
416.270274934769,262.707772056103,266.234189428806
143.773593193054,83.7090702053308,276.668612420559
622.272161205292,313.577982514739,162.751384120464
410.345635726929,305.167390415907,212.333730000734
190.439528318405,382.161624155283,309.339061739445
507.437908823013,246.166697961926,268.107401614666
654.927317817688,483.036951406837,291.752086970091
241.535304666519,415.609471678376,247.529915393829
684.763392538071,133.025285507083,124.47862447834
490.60998238945,297.667704664707,246.782649510622
43.9153831768036,117.321720654011,293.119762189865
629.197447229385,333.730238461137,118.688623297215
302.022433643341,90.6708692243099,192.220721713781
489.445503105163,313.941637871504,139.940832707882
684.235902378082,242.267469489813,247.44922328496
129.92871831131,68.0597403540611,214.423012610912
558.155577230453,334.416791956067,134.520182091475
256.429521255493,115.867977945447,82.3388522706032
629.276105236053,350.609386900902,123.820125915527
99.8333896102905,326.802384084105,85.5013158085346
522.166096330643,250.967137857318,181.594090756416
552.286311588287,92.6180880489349,296.364954602242
639.688710947037,205.527369940519,83.3651580967903
160.052018838882,146.933226820469,118.104525821447
601.421412338257,421.423087484479,305.799108340025
692.173795158386,365.025123180389,279.834973863125
595.538929473877,117.686665121555,321.889569171429
608.550568426132,439.746276372314,192.388790014744
412.171983121872,85.5622907485962,85.7474347610474
350.878637269974,424.607477543592,248.460572697401
548.580149549484,364.17079335773,83.3837199919224
253.431446277618,229.847464416265,68.1096541192532
93.4824034862518,349.634184898973,224.751656826496
608.201847951889,389.109589804053,217.338963193655
85.37577069664,173.868437704682,59.2923503592014
685.232075012207,467.977969885707,79.1558634130955
191.271286655426,237.057758013248,233.642315993786
242.53114899826,485.8124205091,149.287799685478
540.499177646637,427.581783433795,203.513360189199
455.393206802368,495.072585375547,64.3632655944824
